semSort,id,card,level,businessTerm,businessTerm_ja,dataType,synSort,element,synDatatype,xPath,occur
,,,,,,,1710,cbc:ID,udt:IdentifierType,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,0..1
,,,,,,,1720,cac:PartyTaxScheme,cac:PartyTaxSchemeType,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT'],0..n
,,,,,,,1740,cac:TaxScheme,cac:TaxSchemeType,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']/cac:TaxScheme,1..1
,,,,,,,1750,cbc:ID,udt:IdentifierType,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme[cac:TaxScheme/cbc:ID!='VAT']/cac:TaxScheme/cbc:ID,0..1
,,,,,,,1760,cac:PartyLegalEntity,cac:PartyLegalEntityType,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity,0..n
,,,,,,,1860,cac:Party,cac:PartyType,/Invoice/cac:AccountingCustomerParty/cac:Party,0..1
,,,,,,,1890,cac:PartyIdentification,cac:PartyIdentificationType,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification,0..n
,,,,,,,1920,cac:PartyName,cac:PartyNameType,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName,0..n
,,,,,,,2000,cac:AddressLine,cac:AddressLineType,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine,0..n
,,,,,,,2020,cac:Country,cac:CountryType,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country,0..1
,,,,,,,2040,cac:PartyTaxScheme,cac:PartyTaxSchemeType,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme,0..n
,,,,,,,2055,@schemeID,xsd:normalizedString,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID/@schemeID,0..1
,,,,,,,2060,cac:TaxScheme,cac:TaxSchemeType,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme,1..1
,,,,,,,2070,cbc:ID,udt:IdentifierType,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,0..1
,,,,,,,2080,cac:PartyLegalEntity,cac:PartyLegalEntityType,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity,0..n
,,,,,,,2170,cac:PartyIdentification,cac:PartyIdentificationType,/Invoice/cac:PayeeParty/cac:PartyIdentification,0..n
,,,,,,,2200,cac:PartyName,cac:PartyNameType,/Invoice/cac:PayeeParty/cac:PartyName,0..n
,,,,,,,2220,cac:PartyLegalEntity,cac:PartyLegalEntityType,/Invoice/cac:PayeeParty/cac:PartyLegalEntity,0..n
,,,,,,,2260,cac:PartyName,cac:PartyNameType,/Invoice/cac:TaxRepresentativeParty/cac:PartyName,0..n
,,,,,,,2340,cac:AddressLine,cac:AddressLineType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine,0..n
,,,,,,,2360,cac:Country,cac:CountryType,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country,0..1
,,,,,,,2380,cac:PartyTaxScheme,cac:PartyTaxSchemeType,/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme,0..n
,,,,,,,2400,cac:TaxScheme,cac:TaxSchemeType,/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme,1..1
,,,,,,,2410,cbc:ID,udt:IdentifierType,/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,0..1
,,,,,,,2440,cac:DeliveryLocation,cac:LocationType,/Invoice/cac:Delivery/cac:DeliveryLocation,0..1
,,,,,,,2530,cac:AddressLine,cac:AddressLineType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine,0..n
,,,,,,,2550,cac:Country,cac:CountryType,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country,0..1
,,,,,,,2570,cac:DeliveryParty,cac:PartyType,/Invoice/cac:Delivery/cac:DeliveryParty,0..1
,,,,,,,2580,cac:PartyName,cac:PartyNameType,/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName,0..n
,,,,,,,2680,cbc:NetworkID,udt:IdentifierType,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:NetworkID,1..1
,,,,,,,2740,cac:FinancialInstitutionBranch,cac:BranchType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch,0..1
,,,,,,,2820,cac:AddressLine,cac:AddressLineType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine,0..n
,,,,,,,2840,cac:Country,cac:CountryType,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country,0..1
,,,,,,,2880,cac:PayerFinancialAccount,cac:FinancialAccountType,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount,0..1
,,,,,,,3010,cbc:ChargeIndicator,udt:IndicatorType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,1..1
,,,,,,,3060,@currencyID,xsd:normalizedString,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount/@currencyID,1..1
,,,,,,,3080,@currencyID,xsd:normalizedString,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID,1..1
,,,,,,,3090,cac:TaxCategory,cac:TaxCategoryType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory,0..n
,,,,,,,3140,cac:TaxScheme,cac:TaxSchemeType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme,1..1
,,,,,,,3150,cbc:ID,udt:IdentifierType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,0..1
,,,,,,,3170,cbc:ChargeIndicator,udt:IndicatorType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode/cbc:ChargeIndicator,1..1
,,,,,,,3220,@currencyID,xsd:normalizedString,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount/@currencyID,1..1
,,,,,,,3240,@currencyID,xsd:normalizedString,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount/@currencyID,1..1
,,,,,,,3250,cac:TaxCategory,cac:TaxCategoryType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory,0..n
,,,,,,,3300,cac:TaxScheme,cac:TaxSchemeType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme,1..1
,,,,,,,3310,cbc:ID,udt:IdentifierType,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme/cbc:ID,0..1
,,,,,,,3320,cac:TaxTotal,cac:TaxTotalType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()],0..n
,,,,,,,3340,@currencyID,xsd:normalizedString,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cbc:TaxAmount/@currencyID,1..1
,,,,,,,3370,@currencyID,xsd:normalizedString,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxableAmount/@currencyID,1..1
,,,,,,,3390,@currencyID,xsd:normalizedString,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount/@currencyID,1..1
,,,,,,,3400,cac:TaxCategory,cac:TaxCategoryType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory,1..1
,,,,,,,3450,cac:TaxScheme,cac:TaxSchemeType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme,1..1
,,,,,,,3460,cbc:ID,udt:IdentifierType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID,0..1
,,,,,,,3490,@currencyID,xsd:normalizedString,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cbc:TaxAmount/@currencyID,1..1
,,,,,,,3520,@currencyID,xsd:normalizedString,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxAmount/@currencyID,1..1
,,,,,,,3530,cac:TaxCategory,cac:TaxCategoryType,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:TaxCurrencyCode/text()]/cac:TaxSubtotal/cac:TaxCategory,1..1
,,,,,,,3580,@currencyID,xsd:normalizedString,/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount/@currencyID,1..1
,,,,,,,3600,@currencyID,xsd:normalizedString,/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount/@currencyID,1..1
,,,,,,,3620,@currencyID,xsd:normalizedString,/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount/@currencyID,1..1
,,,,,,,3640,@currencyID,xsd:normalizedString,/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount/@currencyID,1..1
,,,,,,,3660,@currencyID,xsd:normalizedString,/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount/@currencyID,1..1
,,,,,,,3680,@currencyID,xsd:normalizedString,/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount/@currencyID,1..1
,,,,,,,3700,@currencyID,xsd:normalizedString,/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount/@currencyID,1..1
,,,,,,,3720,@currencyID,xsd:normalizedString,/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount/@currencyID,1..1
,,,,,,,3790,@currencyID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount/@currencyID,1..1
,,,,,,,3840,cac:OrderLineReference,cac:OrderLineReferenceType,/Invoice/cac:InvoiceLine/cac:OrderLineReference,0..n
,,,,,,,3860,cac:OrderReference,cac:OrderReferenceType,/Invoice/cac:InvoiceLine/cac:OrderLineReference/cac:OrderReference,0..1
,,,,,,,3880,cac:DespatchLineReference,cac:LineReferenceType,/Invoice/cac:InvoiceLine/cac:DespatchLineReference,0..n
,,,,,,,3890,cbc:LineID,udt:IdentifierType,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cbc:LineID,1..1
,,,,,,,3900,cac:DocumentReference,cac:DocumentReferenceType,/Invoice/cac:InvoiceLine/cac:DespatchLineReference/cac:DocumentReference,0..1
,,,,,,,3950,cac:DocumentReference,cac:DocumentReferenceType,/Invoice/cac:InvoiceLine/cac:DocumentReference[cbc:DocumentTypeCode='130'],0..n
,,,,,,,4000,cbc:ChargeIndicator,udt:IndicatorType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,1..1
,,,,,,,4050,@currencyID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount/@currencyID,1..1
,,,,,,,4070,@currencyID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID,1..1
,,,,,,,4090,cbc:ChargeIndicator,udt:IndicatorType,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator,1..1
,,,,,,,4140,@currencyID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount/@currencyID,1..1
,,,,,,,4160,@currencyID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount/@currencyID,1..1
,,,,,,,4200,cac:BuyersItemIdentification,cac:ItemIdentificationType,/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification,0..1
,,,,,,,4220,cac:SellersItemIdentification,cac:ItemIdentificationType,/Invoice/cac:InvoiceLine/cac:Item/cac:SellersItemIdentification,0..1
,,,,,,,4240,cac:StandardItemIdentification,cac:ItemIdentificationType,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification,0..1
,,,,,,,4260,@schemeID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@schemeID,0..1
,,,,,,,4270,cac:OriginCountry,cac:CountryType,/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry,0..1
,,,,,,,4290,cac:CommodityClassification,cac:CommodityClassificationType,/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification,0..n
,,,,,,,4390,cac:TaxScheme,cac:TaxSchemeType,/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme,1..1
,,,,,,,4460,@currencyID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount/@currencyID,1..1
,,,,,,,4490,cac:AllowanceCharge,cac:AllowanceChargeType,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()],0..n
,,,,,,,4500,cbc:ChargeIndicator,udt:IndicatorType,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,1..1
,,,,,,,4520,@currencyID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount/@currencyID,1..1
,,,,,,,4540,@currencyID,xsd:normalizedString,/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID,1..1
